Name	ID	State	Network	County	Elevation_ft	Latitude	Longitude	HUC	Date_of_Data	Date_Report_Created	Value_inches	Percent_NRCS_1981_2010_Average	Percent_NRCS_1981_2010_Median	Percent_of_POR_Average	Percent_of_POR_Median	Percent_of_Water_Year_Peak	Percent_of_Average_Water_Year_Peak_POR	Percent_of_Median_Water_Year_Peak_POR	POR_Median_Departure_inches	Percentile_POR	Maximum_Rank_POR	Minimum_Rank_POR	Records_POR	Percent_of_Saturation	NRCS_1981_2010_Average_inches	NRCS_1981_2010_Median_inches	POR_Average_inches	POR_Median_inches	Minimum_POR_inches	Maximum_POR_inches	Year_of_Minimum_POR	Year_of_Maximum_POR	Number_of_Observations_POR	Saturation_inches
Stouts Meadow	"STM	"	California	Cooperator Snow Sensors	Shasta	5400	41.17	-121.938	"180200040208	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	26.07	24.7	0	59.1	"1991, 2015"	1998	31	
Strawberry	"794	"	Oregon	SNOTEL	Lake	5770	42.12587	-120.8361	"180102040501	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	6.2	119	135	132	148	98	96	102	2	74	11	29			5.2	4.6	4.7	4.2	0	15.4	"2007, 2015, 2018"	1983	39	
Strawberry Divide	"795	"	Utah	SNOTEL	Wasatch	8123	40.16483	-111.20665	"140600040103	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	16.9	123	128	123	136	100	94	102	4.5	73	12	30			13.7	13.2	13.73	12.4	5.4	27.6	2018	1997	41	
Stringer Creek	"1009	"	Montana	SNOTEL	Meagher	6550	46.9269	-110.90198	"100301030801	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	9.6	123	119	112	109	100	78	83	0.8	82	4	14			7.8	8.1	8.56	8.8	4.7	11.1	2017	2011	18	
Stuart Mountain	"901	"	Montana	SNOTEL	Missoula	7400	46.99523	-113.92664	"170102040102	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	22	91	92	88	91	100	60	63	-2.1	25	19	7			24.2	23.9	25.12	24.1	15.6	37.7	2005	1997	25	
Stump Lakes	"797	"	Colorado	SNOTEL	San Juan	11200	37.47621	-107.63295	"140801040702	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	17.9	133	136	135	139	100	90	98	5	78	8	26			13.5	13.2	13.29	12.9	3.6	28.3	2002	2005	33	
Sucker Creek	"798	"	Wyoming	SNOTEL	Sheridan	8880	44.7225	-107.40033	"100901010203	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	8.1	96	98	96	98	99	55	55	-0.2	48	22	18			8.4	8.3	8.47	8.3	3.8	11.8	1981	1990	41	
Summer Rim	"800	"	Oregon	SNOTEL	Lake	7080	42.6957	-120.80158	"180102020103	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	15.7	111	120	119	124	100	83	88	3	70	13	29			14.1	13.1	13.18	12.7	3.1	25.5	1991	1999	41	
Summit Creek	"955	"	Alaska	SNOTEL	Kenai Peninsula	1400	60.61713	-149.53128	"190203020401	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	5.9	63	61	66	64	92	51	51	-3.25	17	25	6			9.4	9.7	8.91	9.15	3.2	16.7	2015	2012	30	
Summit Lake	"801	"	Oregon	SNOTEL	Klamath	5610	43.44907	-122.13808	"170703020203	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	26.1	87	90	92	98	100	61	61	-0.5	45	22	18			30.1	29	28.41	26.6	8.4	50.4	2015	1999	39	
Summit Lk	"1194	"	Nevada	SNOTEL	Humboldt	7615	41.48953	-118.99663	"160402021301	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	9.4			133	131	100	101	121	2.2	57	4	5					7.07	7.2	2.5	13	2015	2017	8	
Summit Meadow	"1052	"	California	SNOTEL	Alpine	9313	38.39747	-119.53522	"160503020203	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	31.1	178	170	183	187	100	124	150	14.5	93	2	15	2nd Highest		17.5	18.3	17.01	16.6	5.2	42.5	2012	2017	16	
Summit Ranch	"802	"	Colorado	SNOTEL	Summit	9400	39.71796	-106.15802	"140100020502	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	8.4	99	104	100	104	99	67	73	0.35	59	16	22			8.5	8.1	8.43	8.05	4.6	13.9	2013	1996	38	
Sun Pass	"1078	"	Oregon	SNOTEL	Klamath	5400	42.78637	-121.97715	"180102010602	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	18.3			134	123	100	105	93	3.4	75	4	10					13.66	14.9	0	23.4	2015	2017	13	
Sunflower Flat	"1249	"	Utah	SNOTEL	Garfield	10018	38.048	-111.33981	"140700030406	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	13.9			145	168	100	117	124	5.65	80	2	5	2nd Highest				9.62	8.25	3.9	16.5	2018	2017	6	
Sunset	"803	"	Idaho	SNOTEL	Shoshone	5540	47.55545	-115.82422	"170103020102	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	14.7	79	82	76	81	100	55	56	-3.5	33	25	13			18.5	17.9	19.44	18.2	8.8	39.5	2005	1997	37	
Surprise Lakes	"804	"	Washington	SNOTEL	Skamania	4290	46.09497	-121.76345	"170800020107	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	32	85	81	87	90	100	64	65	-3.6	33	27	14			37.7	39.3	36.64	35.6	7.2	62.9	2005	1999	40	
Susitna Valley High	"967	"	Alaska	SNOTEL	Matanuska-Susitna	375	62.13333	-150.04167	"190205050105	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	6.7	85	96	90	99	100	71	75	-0.05	48	17	15			7.9	7	7.47	6.75	2.2	14.4	2003	2000	32	
Suu Ranch	"1248	"	Utah	SNOTEL	Iron	8050	37.59711	-112.92949	"160300060306	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	14.1			172	193	100	161	164	6.8	100	1	6	Highest				8.22	7.3	3.7	14.1	2015	2019	6	
Swamp Creek	"975	"	Washington	SNOTEL	Skagit	3930	48.57142	-120.78267	"171100050503	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	14	98	101	96	99	99	73	74	-0.1	47	11	9			14.3	13.8	14.59	14.1	3.7	20.8	2005	2008	20	
Swan Lake Mtn	"1077	"	Oregon	SNOTEL	Klamath	6830	42.41323	-121.68002	"180102040802	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	22.8			141	137	100	96	91	6.2	83	3	11					16.17	16.6	5.4	27.8	2018	2017	13	
Swede Peak	"805	"	Idaho	SNOTEL	Blaine	7640	43.626	-113.96887	"170402210301	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	13.1	113	114	115	120	99	84	93	2.2	73	11	28			11.6	11.5	11.37	10.9	4.2	22.3	"1987, 1991"	"1997, 2017"	38	
Swift Creek	"1012	"	Washington	SNOTEL	Skamania	4440	46.1638	-122.18402	"170800020304	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	45.1	117	103	102	100	100	62	59	0	50	9	9			38.5	43.6	44.35	45.1	2.2	70.3	2015	2008	17	
Sylvan Lake	"806	"	Wyoming	SNOTEL	Park	8420	44.47764	-110.15651	"100700010404	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	15	96	100	95	100	100	66	69	0	50	20	20			15.7	15	15.75	15	10.2	27.3	2001	1997	39	
Sylvan Road	"807	"	Wyoming	SNOTEL	Park	7120	44.47825	-110.03808	"100800120103	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	8.8	93	100	90	97	100	69	73	-0.25	48	17	14			9.5	8.8	9.74	9.05	5.4	18.3	2010	1997	32	
Tahoe City Cross	"809	"	California	SNOTEL	Placer	6797	39.17162	-120.15362	"160501010101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	24.2	194	203	206	212	100	162	172	12.8	95	3	36			12.5	11.9	11.72	11.4	0	26.4	"1991, 2014, 2015"	1993	38	
Tahtsa Lake	"1B02P	"	British Columbia	Cooperator Snow Sensors	"	"	4327	53.58333	-127.63333	"	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	39.57	40.3	0	67.8	1996	2007	26	
Takka Wiiya	"1247	"	Utah	SNOTEL	Juab	9122	39.74104	-113.98262	"160203060804	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	10.6			126	113	100	99	88	1.2	80	2	5	2nd Highest				8.43	9.4	4.2	11.1	2018	2017	6	
Tamarack Summit	"TMR	"	California	Cooperator Snow Sensors	Fresno	7550	37.165	-119.2	"180400060903	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	21.03	19.55	0	48	2015	1993	38	
Taos Powderhorn	"1168	"	New Mexico	SNOTEL	Taos	11057	36.58203	-105.45611	"130201010701	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	13.7			112	121	100	66	69	2.4	63	4	6					12.2	11.3	3.7	18.7	2018	2017	9	
Taylor Butte	"810	"	Oregon	SNOTEL	Klamath	5030	42.69108	-121.42592	"180102020606	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	5.9	87	88	98	100	100	82	83	0	50	21	21			6.8	6.7	6.03	5.9	0	14.5	"2015, 2018"	1993	41	
Taylor Canyon	"811	"	Nevada	SNOTEL	Elko	6325	41.2287	-116.0293	"170501050105	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	9.4	174	196	181	204	100	149	161	4.8	89	5	35			5.4	4.8	5.19	4.6	0	16	"2003, 2007, 2015, more"	1984	39	
Taylor Green	"812	"	Oregon	SNOTEL	Baker	5740	45.07707	-117.55067	"170601040502	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	23.6	140	144	143	150	100	110	110	7.85	92	4	36			16.9	16.4	16.53	15.75	8.5	24.6	2005	1983	40	
Telaquana Lake	"1266	"	Alaska	SNOTEL	Bethel	1275	60.98243	-153.91772	"190304052303	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	5.6			144	144	100	114	112	1.7	100	1	5	Highest				3.88	3.9	2.2	5.6	2015	2019	5	
Temple Fork	"1013	"	Utah	SNOTEL	Cache	7406	41.793	-111.54605	"160102030303	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	13.8	97	102	105	107	100	80	95	0.85	59	8	11			14.3	13.5	13.17	12.95	8.4	19.8	2007	2017	18	
Tenaya Lake	"TNY	"	California	Cooperator Snow Sensors	Mariposa	8150	37.838	-119.448	"180400080107	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	23.16	23.3	5.2	61	2018	2017	17	
Tenquille Lake	"1D06P	"	British Columbia	Cooperator Snow Sensors	"	"	5476	50.53333	-122.91667	"	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	31.35	32.9	16.5	47	2009	2007	17	
Tepee Creek	"813	"	Montana	SNOTEL	Madison	8000	44.78562	-111.71	"100200070602	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	11.2	113	114	113	115	100	75	74	1.5	70	15	32			9.9	9.8	9.89	9.7	3.7	16	1977	1997	48	
Teuchet Creek	"951	"	Alaska	SNOTEL	Fairbanks North Star	1640	64.94583	-145.51667	"190803060301	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	3	91	94	88	94	100	64	64	-0.2	35	25	14			3.3	3.2	3.43	3.2	1.5	6.3	1999	1993	38	
Thaynes Canyon	"814	"	Utah	SNOTEL	Summit	9230	40.6235	-111.53322	"160201020101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	21.9	124	134	128	139	100	84	91	6.1	73	9	23			17.6	16.4	17.15	15.8	10.2	32.6	2012	2005	31	
Thistle Flat	"1226	"	Utah	SNOTEL	Sanpete	8787	39.23803	-111.51998	"160300040501	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	12			123	128	100	97	101	2.6	83	2	6	2nd Highest				9.79	9.4	6.4	13.7	2018	2017	7	
Three Creeks Meadow	"815	"	Oregon	SNOTEL	Deschutes	5690	44.14425	-121.64095	"170703010601	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	12.7	83	82	89	94	100	65	66	-0.8	45	22	18			15.3	15.4	14.29	13.5	2.5	33.8	2015	1999	39	
Thumb Divide	"816	"	Wyoming	SNOTEL	Teton	7980	44.36917	-110.57717	"100700010409	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	11.6	94	104	93	100	98	65	67	0.05	52	16	17			12.4	11.2	12.47	11.55	5.6	27.9	2001	1997	32	
Thunder Basin	"817	"	Washington	SNOTEL	Skagit	4320	48.52753	-120.9895	"171100050702	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	23.1	90	92	93	100	100	71	74	0	50	16	15			25.8	25	24.79	23.1	9.3	42.3	2005	1990	31	
Tie Creek	"818	"	Wyoming	SNOTEL	Sheridan	6870	44.81243	-107.41017	"100901010205	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	3.2	82	78	80	78	94	48	48	-0.9	25	19	6			3.9	4.1	3.98	4.1	0.6	6.9	2005	1997	25	
Timber Creek	"819	"	Wyoming	SNOTEL	Park	7950	44.0274	-109.17879	"100800090210	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	2.9	91	94	88	95	97	47	50	-0.15	45	18	15			3.2	3.1	3.3	3.05	1	6.4	2000	1998	32	
Timberline	"1097	"	Utah	SNOTEL	Carbon	8736	39.67712	-110.43395	"140600070903	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	10.6			123	142	100	104	131	3.15	73	4	9					8.64	7.45	3.1	16.6	2018	2017	12	
Timpanogos Divide	"820	"	Utah	SNOTEL	Utah	8140	40.42817	-111.61633	"160202010802	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	24.9	140	148	137	150	100	104	113	8.3	83	8	34			17.8	16.8	18.14	16.6	5.6	36.5	2018	1997	41	
Tinkham Creek	"899	"	Washington	SNOTEL	King	2990	47.33198	-121.46975	"171100120101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	18	82	80	84	81	100	62	63	-4.15	36	17	10			21.9	22.5	21.38	22.15	0	42.9	2015	1997	26	
Tioga Pass Entry Station	"TES	"	California	Cooperator Snow Sensors	Tuolumne	9945	37.911	-119.257	"180901010401	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																								
Tipton	"821	"	Oregon	SNOTEL	Baker	5150	44.65567	-118.42617	"170502020101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	11.2	101	104	105	107	100	83	90	0.7	58	17	23			11.1	10.8	10.7	10.5	5.2	20.1	1991	1983	39	
Tizer Basin	"893	"	Montana	SNOTEL	Jefferson	6880	46.34937	-111.85308	"100301010701	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	7.5	107	109	107	110	100	70	71	0.7	77	8	24			7	6.9	7.02	6.8	5.4	9.1	2005	2014	31	
Toe Jam	"1136	"	Nevada	SNOTEL	Elko	7700	41.3187	-116.3408	"160401060202	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	17.9			132	161	100	102	126	6.75	89	2	9	2nd Highest				13.51	11.15	7.8	27.3	2018	2017	10	
Togwotee Pass	"822	"	Wyoming	SNOTEL	Teton	9580	43.74902	-110.0578	"100800010201	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	17.9	98	106	96	105	100	64	68	0.8	53	19	21			18.3	16.9	18.65	17.1	12.9	29.7	1992	1997	39	
Tok	"2080	"	Alaska	SCAN	Southeast Fairbanks	1630	63.3532	-142.98164	"190803020903	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	2.1			102	102	88	95	95	0.05	100	1	2	2nd Lowest				2.05	2.05	2	2.1	2018	2019	2	
Toketee Airstrip	"1044	"	Oregon	SNOTEL	Douglas	3240	43.22718	-122.42537	"171003010404	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	3.7	106	195	137	206	100	80	93	1.9	73	5	12			3.5	1.9	2.7	1.8	0	13.5	"2010, 2014, 2015"	2008	16	
Tokositna Valley	"1089	"	Alaska	SNOTEL	Matanuska-Susitna	850	62.63	-150.77617	"190205020903	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	11.9	103	119	106	103	95	83	79	0.3	58	6	8			11.5	10	11.21	11.6	8.1	14.6	2015	2008	13	
Tolby	"934	"	New Mexico	SNOTEL	Colfax	10180	36.47493	-105.19468	"110800020107	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	6.4	94	91	106	100	98	84	81	0	55	10	11			6.8	7	6.01	6.4	1.1	10.5	2018	2007	21	
Tony Grove Lake	"823	"	Utah	SNOTEL	Cache	8474	41.89833	-111.62957	"160102030304	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	27.3	101	105	99	103	100	71	72	0.9	57	18	23			27.1	26.1	27.71	26.4	11.6	50.8	1981	1997	41	
Tony Grove RS	"1113	"	Utah	SNOTEL	Cache	6332	41.88573	-111.56918	"160102030304	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	10.6			118	114	100	99	105	1.3	67	4	7					8.98	9.3	3.5	15.1	2015	2017	10	
Touchet	"824	"	Washington	SNOTEL	Columbia	5530	46.11868	-117.8505	"170701020303	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	27.2	103	110	110	114	100	81	87	3.3	72	11	27			26.4	24.8	24.65	23.9	7	48.6	2005	1997	37	
Tower	"825	"	Colorado	SNOTEL	Routt	10500	40.53743	-106.6768	"140500010407	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	38.2	113	111	115	110	100	75	73	3.6	77	10	31			33.7	34.4	33.31	34.6	14	53.5	1981	1986	40	
Townsend Creek	"826	"	Wyoming	SNOTEL	Fremont	8700	42.69525	-108.89572	"100800030203	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	6.8	106	111	109	113	97	63	64	0.8	66	14	24			6.4	6.1	6.25	6	3.4	12.6	2013	1986	39	
Trapper Lake	"827	"	Colorado	SNOTEL	Garfield	9700	39.99884	-107.2362	"140500050101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	4.6			36	35	75	23	24	-8.7	6	32	3					12.91	13.3	2.3	25.9	2018	1997	34	
Tres Ritos	"1083	"	New Mexico	SNOTEL	Taos	8600	36.12778	-105.52714	"130201010903	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	2.4			174	300	80	80	75	1.6	67	5	9					1.38	0.8	0	3.8	"2016, 2017, 2018, more"	2008	13	
Trial Lake	"828	"	Utah	SNOTEL	Summit	9992	40.678	-110.94873	"160202030102	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	22.5	129	136	124	134	100	83	89	5.7	75	11	31			17.5	16.5	18.09	16.8	8.3	39.4	1992	1986	41	
Trinchera	"829	"	Colorado	SNOTEL	Costilla	10860	37.35328	-105.23233	"130100020601	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	9.4	125	131	127	131	100	87	90	2.25	72	9	22			7.5	7.2	7.41	7.15	2.4	12	2006	2008	30	
Trinity	"1171	"	Washington	SNOTEL	Chelan	2930	48.0747	-120.8493	"170200110302	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	29.4			112	108	99	87	83	2.3	88	2	8	2nd Highest				26.14	27.1	17.9	31.9	2015	2016	9	
Trinity Mtn.	"830	"	Idaho	SNOTEL	Elmore	7770	43.62903	-115.43818	"170501110703	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	25	86	86	89	95	100	63	65	-1.4	42	23	17			29	29.2	28.22	26.4	13.9	57.4	1991	1997	39	
Triple Peak	"831	"	Wyoming	SNOTEL	Sublette	8500	42.76393	-110.5914	"140401010503	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	17.1	97	107	93	102	100	67	75	0.35	55	16	19			17.6	16	18.43	16.75	9.2	31.8	1992	1997	34	
Trough	"832	"	Washington	SNOTEL	Chelan	5480	47.23328	-120.29412	"170200100402	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	12.1	144	142	137	141	99	102	111	3.5	78	10	30			8.4	8.5	8.82	8.6	0.5	16.1	2005	1983	41	
Trout Creek	"833	"	Utah	SNOTEL	Uintah	9518	40.739	-109.6728	"140600100802	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	9.3	127	139	127	137	100	77	81	2.5	75	11	30			7.3	6.7	7.31	6.8	2.9	17.1	2015	2005	41	
Truckee #2	"834	"	California	SNOTEL	Placer	6509	39.30087	-120.18407	"160501020204	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	27.2	197	209	200	205	100	153	167	13.9	97	2	38	2nd Highest		13.8	13	13.62	13.3	2.3	30.5	2015	2017	39	
Tsai Creek	"4B17P	"	British Columbia	Cooperator Snow Sensors	"	"	4491	54.63333	-127.66667	"	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	35.94	35.2	22.4	62.1	2014	2012	21	
Tunnel Guard Station	"TUN	"	California	Cooperator Snow Sensors	Tulare	8900	36.367	-118.288	"180300020101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	11.38	9	0	35.4	"1991, 2014"	2017	33	
Tuolumne Meadows	"TUM	"	California	Cooperator Snow Sensors	Tuolumne	8600	37.873	-119.35	"180400090101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	17.57	15.6	0	42.4	1991	2017	34	
Turnagain Pass	"954	"	Alaska	SNOTEL	Kenai Peninsula	1880	60.78043	-149.18325	"190203020406	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	15.8	56	60	59	62	94	36	39	-9.6	8	34	4			28.1	26.5	26.9	25.4	12.5	53.5	2015	2001	37	
Twelvemile Creek	"835	"	Montana	SNOTEL	Ravalli	5600	46.14287	-114.44755	"170102050601	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	13.7	100	102	94	96	99	74	77	-0.6	41	31	21			13.7	13.4	14.63	14.3	6.5	30.1	1977	1972	52	
Twin Lakes	"836	"	Montana	SNOTEL	Ravalli	6400	46.1438	-114.5056	"170102050601	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	30.5	101	104	96	100	100	72	74	-0.15	47	28	25			30.1	29.4	31.85	30.65	12.8	52.4	1977	1997	52	
Two Ocean Plateau	"837	"	Wyoming	SNOTEL	Teton	9240	44.15178	-110.22122	"170401010201	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	20.6	94	101	91	96	100	59	63	-0.8	45	22	18			21.8	20.4	22.58	21.4	14.2	38.3	1994	1997	39	
University Camp	"838	"	Colorado	SNOTEL	Boulder	10300	40.03279	-105.57615	"101900050401	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	11.9	106	112	103	107	100	58	59	0.75	62	16	24			11.2	10.6	11.52	11.15	3.1	23.1	1981	1996	40	
Upper Burnt Corral	"UBC	"	California	Cooperator Snow Sensors	Fresno	9700	37.183	-118.937	"180300100603	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	25.6	23.45	5.2	56	1991	2017	32	
Upper Chena	"952	"	Alaska	SNOTEL	Fairbanks North Star	2850	65.1	-144.93317	"190803060102	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"															5.5	5.2	5.43	5.1	2.7	12.7	2010	1993	23	
Upper Joes Valley	"1227	"	Utah	SNOTEL	Emery	8596	39.4155	-111.2491	"140600090201	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	9.7			129	141	100	109	117	2.8	83	2	6	2nd Highest				7.53	6.9	2.9	13.8	2018	2017	7	
Upper Rio Grande	"839	"	Colorado	SNOTEL	Hinsdale	9400	37.72194	-107.26015	"130100010106	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	6	118	115	116	115	100	88	94	0.8	63	13	21			5.1	5.2	5.16	5.2	1	10	2000	2008	33	
Upper San Juan	"840	"	Colorado	SNOTEL	Mineral	10200	37.48576	-106.83535	"140801010203	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	23.1	99	95	97	97	100	69	71	-0.6	48	22	20			23.4	24.2	23.76	23.7	7.9	47.8	2006	2005	41	
Upper Taylor	"1141	"	Colorado	SNOTEL	Gunnison	10640	38.99077	-106.75422	"140200010101	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	12.6			111	124	100	82	93	2.4	67	4	7					11.34	10.2	5.7	21.3	2013	2017	10	
Upper Tsaina River	"1055	"	Alaska	SNOTEL	Valdez-Cordova	1750	61.19112	-145.64807	"190201040203	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	18.5	111	120	114	116	100	89	90	2.6	80	4	12			16.6	15.4	16.29	15.9	11.1	23.7	2013	2012	16	
Upper Tyndall Creek	"UTY	"	California	Cooperator Snow Sensors	Tulare	11400	36.65	-118.397	"180300010102	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"																	19.25	15.5	0.5	47.7	1976	2017	47	
Upper Wheeler	"841	"	Washington	SNOTEL	Chelan	4330	47.28734	-120.37015	"170200100310	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	11.3	107	106	111	114	100	87	86	1.35	65	14	24			10.6	10.7	10.16	9.95	5.4	16.5	2005	1999	38	
Usu Doc Daniel	"1098	"	Utah	SNOTEL	Rich	8270	41.86425	-111.50603	"160102010103	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	23.3			107	113	100	70	77	2.7	73	4	9					21.8	20.6	16.5	36.2	2012	2017	12	
Ute Creek	"1005	"	Colorado	SNOTEL	Costilla	10650	37.61497	-105.37327	"130100020604	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	8.6	79	87	93	100	100	65	69	0	50	10	10			10.9	9.9	9.28	8.6	3	19.4	2018	2008	19	
Vacarro Springs	"1137	"	Nevada	SNOTEL	Eureka	7890	39.4495	-115.9834	"160600051503	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	12.7			180	187	100	169	202	5.9	100	1	8	Highest				7.07	6.8	2.2	12.7	2015	2019	8	
Vacas Locas	"1017	"	New Mexico	SNOTEL	Rio Arriba	9306	36.02635	-106.81362	"130202020102	"	"February 20, 2019, end of day "	"2-21-2019, 11:30 AM GMT-0900"	10.8	108	106	133	129	100	110	104	2.45	88	3	15			10	10.2	8.09	8.35	1.3	13	2006	2005	18	
